sentence,gold_root,pred_root
"<s>Saudi Arabia's Council of Ministers, chaired by King Salman bin Abdulaziz</s>, reaffirmed the Kingdom's stance on the Palestinian cause and expressed its support of <t>the Palestinian people</t>, the Saudi Press Agency (SPA) reported on Tuesday.",SUPPORT,SUPPORT
Washington: <s>US President Donald Trump</s> has said he would call <t>Saudi Arabia's King Salman</t> on missing dissident journalist Jamal Khashoggi who is feared killed at the kingdom's consulate in Turkey.,ACCUSE,CONSULT
<s>Obama</s> gave <t>Russian President Vladimir Putin</t> a stern and personal warning to stop its activities.,THREATEN,THREATEN
"<s>The Delhi High Court</s> on Friday ordered release of <t>former youth Congress leader Sushil Kumar Sharma</t>, who has been serving life term for the murder of his wife Naina Sahni in 1995.",YIELD,YIELD
"<s>Syrian insurgent groups</s>, including the powerful Islamist Ahrar al-Sham, threatened to shell <t>all the bases of government forces in Hama province</t> if Damascus did not meet the demands of the inmates.",THREATEN,THREATEN
"<s>U.S. President Donald Trump</s> rejected <t>Russian President Vladimir Putin</t>'s proposal that Russian authorities be allowed to question American citizens, the White House said on Thursday, after the offer drew fierce criticism in the United States.",REJECT,REJECT
<s>US Vice-President Mike Pence</s> has promised support for <t>the Afghan government</t>'s efforts at restoring peace and bringing development to the country.,SUPPORT,AGREE
<s>Chinese government</s> had launched cyber-attacks on <t>141 organisations across 20 industries</t>.,COERCE,COERCE
<s>A Peruvian judge</s> ordered the arrest of <t>former President Pedro Pablo Kuczynski</t> on Wednesday while also authorizing a search of his properties as part of a probe into a bribery scheme linked to scandal-plagued Brazilian builder Odebrecht.,COERCE,COERCE
<s>Egypt's Cassation Court</s> rejected an appeal against initial rulings passed by <t>a Giza criminal tribunal</t> in December 2017.,REJECT,REJECT
<s>The Myanmar government</s> rejected <t>the UN's findings</t> and refused permission for a UN fact-finding team to enter the country.,ACCUSE,REJECT
<s>Troops and emergency aircraft from the United States</s> have arrived in <t>Nepal</t> to help deliver aid to remote areas hit by last week's devastating earthquake.,AID,AID
"<s>President of Madagascar Marc Ravalomanana</s> on Tuesday sent troops to <t>the areas of the Indian Ocean island country</t> controlled by former president Didier Ratsiraka, local media reported.",MOBILIZE,MOBILIZE
<s>Former US President Barack Obama</s> on Sunday held separate talks with <t>President Uhuru Kenyatta</t> in Nairobi.,CONSULT,CONSULT
"<s>Philippine President Rodrigo Duterte</s> has defended <t>China</t>'s protocols for handling the pandemic, saying his government shared information with the rest of the world promptly.",SUPPORT,SUPPORT
"<s>Charles Michel, the President-elect of the European Council</s>, has reaffirmed the European Union's support for <t>Ireland</t> during the Brexit process.",SUPPORT,SUPPORT
"<s>President Salva Kiir</s> has lifted a state of emergency in <t>northern parts of South Sudan</t>, state radio reported on Friday, part of efforts to help end civil conflict.",YIELD,YIELD
"<s>Syrian regime forces</s> launched a coordinated attack that included about 500 regime troops, 122mm howitzers, tanks and multiple launch rocket systems on <t>the US-backed SDF headquarters</t> in Deir al-Zor province approximately five miles east of the Euphrates River.",ASSAULT,ASSAULT
"<s>Saudi Arabia</s> announced a ceasefire initiative to halt the fighting in <t>Yemen</t>, but the Houthi rebels dismissed it as not serious.",YIELD,REJECT
"<s>France, an EU member, and the United Kingdom, an EU member for now</s>, are also providing military support to <t>the U.S.</t> by having their navy ships conduct sea patrols in the western Pacific.",AID,COOPERATE
"<s>Israeli President Reuven Rivlin</s> has eased parole restrictions on <t>ex-prime minister Ehud Olmert</t>, released from prison after serving two-thirds of a 27 -month sentence for corruption.",YIELD,YIELD
"The crackdown began after <s>Hun Sen</s> ousted <t>his coalition partner, Prince Norodom Ranariddh</t>, and routed his royalist soldiers in two days of fighting on July 5 and 6.",COERCE,ASSAULT
<s>The UK Prime Minister Boris Johnson</s> today signed an agreement with <t>President Volodymyr Zelenskyy of Ukraine</t> to strengthen the political and trade ties between the two countries.,SUPPORT,AGREE
<s>ISIS gunmen</s> killed <t>four Kurds</t> in a Kirkuk province village.,ASSAULT,ASSAULT
"<s>The Islamic State in West African Province, ISWAP</s>, the international affiliate of the Boko Haram terror outfit has released <t>two women</t> amongst those taken during the ambush of the Borno State governor's convoy along Dikwa and Gamboru Ngala highway on February 12, 2019.",YIELD,YIELD
"<s>The Taliban</s> have long rejected any talks with the <t>Afghan government</t>, which it dismisses as a puppet of Washington.",REJECT,REJECT
<s>President Duterte</s> will not lift the ban on deployment of workers to <t>Kuwait</t> until the <t>Kuwait</t>i government accepts the conditions he has laid down involving humane treatment of Filipinos in the wealthy Gulf state.,REQUEST,REJECT
Juba -- <s>South Sudanese President Salva Kiir</s> has granted an amnesty to <t>at least 750 troops of rebel leader Riek Machar</t> who crossed to the DR Congo when fighting broke out in Juba in July.,AID,AID
<s>The Czech Republic's prime minister</s> says he supports <t>European Council President Donald Tusk</t>'s proposal to grant Britain a longer delay than it has requested for its departure from the European Union.,SUPPORT,SUPPORT
"<s>The Oodua Peoples Congress (OPC) New Era</s> yesterday issued a 21-day ultimatum to <t>the Nigeria Police and other security agencies in the country</t> to fish out the killers of Mrs. Funke Olakunrin, the daughter of Afenifere leader, Pa. Reuben Fasoranti.",THREATEN,THREATEN
<s>Father Emmanuel Yousaf</s> said that <t>the government</t> must ensure security and protection for the church leaders and for all religious minorities.,REQUEST,REQUEST
"<s>Pakistan</s> on Thursday violated ceasefire across the Line of Control in Rajouri's Nowshera sector in <t>Jammu and Kashmir</t>, a Defence Public Relations Officer said.",ASSAULT,ASSAULT
"<t>Pasteur Bizimungu</t> was freed after serving two years of a 15-year term as an act of clemency by <s>President Paul Kagame</s> to build national unity, an official said.",YIELD,AID
"<s>Several thousand French police and soldiers</s> remained on alert in <t>Paris</t>, although the main Kanak separatist group said it would not disrupt voting today in the French election.",MOBILIZE,MOBILIZE
"<s>The Delhi Police</s> arrested <t>an alleged ISIS operative, identified as Abu Yusuf Khan</t>, with Improvised Explosive Devices (IEDs) weighing 15 kilograms and a pistol.",COERCE,COERCE
<s>The EU</s> and others have imposed sanctions on <t>Syrian President Bashar Assad's government</t> over its continued crackdown against civilians.,COERCE,SANCTION
<s>The Hungarian Civil Liberties Union (TASZ) </s>has said it will refuse to comply with <t>European Commission's provisions</t> in an act of civil disobedience.,REJECT,REJECT
"<s>Pakistan Army</s> launched a strategic offensive military operation, Operation Rah-e-Nijat, against <t>militants in South Waziristan Agency</t> on June 19, 2009.",ASSAULT,ASSAULT
<s>The U.S. military</s> launched air and artillery strikes on <t>Syrian government-backed troops</t> after some 300 attackers launched what appeared to be a coordinated assault on Syrian opposition forces accompanied by U.S. advisers in the province of Deir el-Zour.,ASSAULT,ASSAULT
<s>New Orleans attorney Randy Boudreaux</s> filed the lawsuit Thursday in U.S. District Court.,ACCUSE,REJECT
"<t>Refugees in Germany</t> have received food, clothing, hygiene items and children's toys, thanks to <s>Islamic Relief and our big hearted supporters</s>.",AID,AID
<s>Iraqi militia groups</s> said Thursday they will return weapons they seized from <t>Iraqi army</t>.,AGREE,YIELD
<s>Berlin police</s> arrested a <t>Russian citizen</t> claiming the name Vadim Sokolov shortly after the murder.,COERCE,COERCE
"<s>Germany</s>, <t>Italy and the US</t> are participating in the AsterX space war game at France's national space agency CNES in Toulouse, the first such exercise in France or in Europe.",COOPERATE,COOPERATE
"<s>Pakistan's Foreign Ministry</s> also condemned <t>the terrorist attack in Kabul</t>, saying that such assaults were detrimental to the cause of peace, security, and stability in Afghanistan.",ACCUSE,ACCUSE
<s>Azerbaijani hackers</s> launched cyber attacks on <t>a number of Armenian state and media websites</t>.,COERCE,COERCE
<s>AFP</s> will investigate any reports of human-rights violations being committed by <t>the military in Mindanao</t>.,ACCUSE,ACCUSE
"<s>IFC, a member of the World Bank Group</s>, has signed a landmark agreement with <t>the Fijian Government</t> to bring in the private sector to help provide affordable and climate-resilient homes for low and middle-income families.",SUPPORT,AGREE
"<s>Senate Democrats</s> boycotted <t>the vote to advance Judge Amy Coney Barrett's nomination</t> for a lifetime seat on the Supreme Court to the full Senate on Thursday, saying they will not give the process “further legitimacy” less than two weeks out from a presidential election that is already underway.",PROTEST,REJECT
"In addition, on Monday, <s>the United Nations</s> launched an international campaign to raise more than 282 million dollars to support <t>the victims of Cyclone Idai and floods in Mozambique</t>.",AID,AID
<s>The National Highway Traffic Safety Administration</s> is dispatching a team to <t>Detroit</t> to investigate a collision involving a Tesla that collided with a semitrailer.,ACCUSE,CONSULT
"<s>The Senate</s> is giving <t>the FBI</t> access to a transcript of a Senate Intelligence Committee interview with Maria Butina, a gun-rights activist suspected of being a covert Russian agent.",YIELD,SUPPORT
<s>French police officers</s> used batons and tear gas as <t>around one hundred people from local Chinese community</t> Monday evening staged a protest against the killing of a Chinese national at his home by police in a reported clash Sunday.,COERCE,PROTEST
<s>Libya's rival authorities</s> have announced an immediate ceasefire in <t>all Libyan territories</t>.,YIELD,YIELD
"<s>Norwegian authorities</s> are promoting freedom of religion or belief, which is a priority area in the Norwegian Government's work involving international human rights.",YIELD,SUPPORT
"Last year, <s>the Italian government</s> gave 300,000 euros or P13.4 million to the <t>WFP</t> to assist 1,600 farmers and their families in Marawi.",AID,AID
WASHINGTON -- <s>U.S. President George W. Bush</s> temporarily ceded presidential power to <t>Vice President Dick Cheney</t> Saturday for a routine colonoscopy.,YIELD,CONSULT
<s>Ukraine</s> and <t>Russia-backed separatist rebels</t> have failed to reach agreement on a prisoner exchange during another round of talks on the conflict in eastern <s>Ukraine</s>.,REJECT,REJECT
<s>France's conservative government</s> ended mediation efforts with <t>the truckers</t> on Thursday.,SANCTION,REJECT
"<s>Hussein</s> was responsible for mass killings of <t>Kurdish people</t> in the late 1980s, using poison gas to kill them and ordering killings of male Kurds.",ASSAULT,ASSAULT
<s>The White House</s> issued a veto threat of <t>a possible Senate resolution</t> as Pompeo and Mattis briefed the senators.,THREATEN,THREATEN
<s>The <t>Haitian</t> group Veye Yo</s> agreed to postpone the Saturday's demonstration in Haiti.,AGREE,AGREE
"PROVIDENCE, R.I. -- <s>Public school students and parents</s> are suing <t>Rhode Island's governor and education officials in federal court</t>, saying the state fails to prepare young people to fully participate in civic life.",ACCUSE,REQUEST
